交易额,商户名称,交易日期,交易时间,星期,节假日,气温,气象站大气压,海平面大气压,相对湿度,平均风速,特殊天象,时间戳,饭点课程_早,饭点课程_午,饭点课程_晚
12.0,民族餐厅旋转小火锅,2022-10-03,17:26,1,1,6,753.7,766.6,81,4,0,1664789160,1,0,1
14.0,学苑食堂副食三组,2022-10-03,11:19,1,1,8,750.7,763.5,93,6,1,1664767140,1,0,1
25.4,紫丁香餐吧机器人收银组,2022-10-02,10:59,7,1,17,748.8,761.2,88,4,1,1664679540,0,0,0
16.43,美食林小猪憨尼麻辣烫,2022-10-01,17:56,6,1,9,752.2,765.0,82,1,0,1664618160,0,0,0
21.4,紫丁香餐吧机器人收银组,2022-10-01,10:59,6,1,8,753.0,765.8,82,4,0,1664593140,0,0,0
4.7,友来副食一组,2022-09-30,7:55,5,0,17,743.1,755.4,88,5,1,1664495700,1,1,1
14.8,美食林海南鸡饭,2022-09-29,11:59,4,0,24,742.6,754.6,57,7,0,1664423940,0,1,1
16.4,紫丁香餐吧机器人收银组,2022-09-28,17:44,3,0,17,745.4,757.7,73,4,0,1664358240,1,1,0
4.7,友来副食一组,2022-09-28,7:52,3,0,18,743.2,755.4,78,5,0,1664322720,1,1,0
8.0,学苑食堂副食三组,2022-09-27,17:33,2,0,21,744.8,756.9,60,3,0,1664271180,1,0,0
34.0,民族餐厅铁板料理,2022-09-27,11:26,2,0,23,748.4,760.5,57,5,0,1664249160,1,0,0
12.48,阳光副食二组,2022-09-26,11:13,1,0,17,750.4,762.8,32,3,0,1664161980,1,0,1
13.0,阳光萌锅蒸饭,2022-09-24,17:40,6,1,13,746.5,759.0,67,2,0,1664012400,0,0,0
15.74,阳光副食二组,2022-09-23,17:41,5,0,13,742.2,754.6,88,4,1,1663926060,1,1,1
15.4,紫丁香餐吧机器人收银组,2022-09-22,17:13,4,0,17,742.4,754.6,77,2,0,1663837980,0,1,0
18.6,紫丁香餐吧机器人收银组,2022-09-21,17:42,3,0,20,742.5,754.6,43,5,0,1663753320,1,1,0
4.7,友来副食一组,2022-09-21,7:49,3,0,14,745.3,757.7,55,7,0,1663717740,1,1,0
17.04,阳光副食二组,2022-09-20,17:20,2,0,16,747.3,759.7,34,4,0,1663665600,1,0,0
4.2,友来副食一组,2022-09-19,7:48,1,0,12,747.9,760.5,63,4,0,1663544880,1,0,1
25.58,阳光副食二组,2022-09-16,17:30,5,0,19,744.0,756.2,73,3,0,1663320600,1,1,0
8.0,学苑食堂重庆小面,2022-09-15,18:07,4,0,18,748.9,761.2,83,2,0,1663236420,0,1,0
18.0,学苑食堂副食三组,2022-09-14,17:24,3,0,22,752.8,765.0,69,1,0,1663147440,1,1,0
26.16,阳光副食二组,2022-09-13,11:33,2,0,20,755.8,768.1,46,5,0,1663039980,1,0,0
12.96,学子副食一组,2022-09-12,11:13,1,1,27,747.8,759.7,58,6,0,1662952380,1,0,1
19.0,紫丁香餐吧机器人收银组,2022-09-11,12:00,7,1,28,748.6,760.5,55,4,0,1662868800,0,0,0
10.0,学苑食堂副食三组,2022-09-10,18:09,6,1,22,749.8,762.0,78,2,0,1662804540,0,0,0
17.0,民族餐厅铁板料理,2022-09-10,13:26,6,1,28,751.6,763.5,42,2,0,1662787560,0,0,0
27.6,美食林海南鸡饭,2022-09-09,17:14,5,0,26,753.0,765.0,45,1,0,1662714840,1,1,0
20.0,学苑食堂副食三组,2022-09-09,11:33,5,0,27,753.8,765.8,32,2,0,1662694380,1,1,0
10.0,学苑食堂副食三组,2022-09-06,17:30,2,0,13,738.4,750.8,94,1,0,1662456600,1,0,0
42.0,美食林阿咪酱骨扒肉,2022-09-06,11:23,2,0,19,739.5,751.6,56,3,0,1662434580,1,0,0
10.0,美食林九旦西北小吃,2022-09-05,11:17,1,0,18,741.7,753.9,100,4,1,1662347820,1,0,1
21.0,学苑食堂副食三组,2022-09-04,17:52,7,1,18,743.2,755.4,100,3,1,1662285120,0,0,0
14.4,回味斋一餐厅副食一组,2022-09-04,12:11,7,1,22,744.8,756.9,73,4,0,1662264660,0,0,0
17.0,民族餐厅铁板料理,2022-09-03,17:59,6,1,22,747.6,759.7,69,2,0,1662199140,0,0,0
11.2,百味佳主食二组,2022-09-03,11:41,6,1,26,749.2,761.2,48,3,0,1662176460,0,0,0
25.18,阳光副食二组,2022-09-02,17:19,5,0,24,749.1,761.2,50,3,0,1662110340,1,1,0
20.0,美食林九旦西北小吃,2022-09-02,11:16,5,0,24,750.7,762.8,47,6,0,1662088560,1,1,0
15.8,美食林海南鸡饭,2022-09-02,11:12,5,0,24,750.7,762.8,47,6,0,1662088320,1,1,0
3.0,友来副食一组,2022-09-02,7:49,5,0,18,751.1,763.5,60,5,0,1662076140,1,1,0
19.0,一区饺子园主食一组,2022-08-31,16:59,3,0,25,742.7,754.6,61,4,0,1661936340,1,1,0
36.53,阳光副食二组,2022-08-30,11:31,2,0,21,746.8,759.0,69,2,0,1661830260,1,0,0
31.6,美食林海南鸡饭,2022-08-29,11:07,1,0,18,748.2,760.5,73,3,1,1661742420,1,0,1
17.0,民族二餐厅五谷鲜渔粉副食二组,2022-08-26,18:09,5,0,16,740.0,752.3,68,5,0,1661508540,1,1,0
60.0,美食林阿咪酱骨扒肉,2022-08-26,11:16,5,0,20,740.2,752.3,53,7,0,1661483760,1,1,0
12.96,阳光副食二组,2022-08-25,17:14,4,0,21,738.8,750.8,53,5,0,1661418840,0,1,0
20.0,民族餐厅山西饸饹面,2022-08-24,17:19,3,0,24,741.9,753.9,57,5,0,1661332740,1,1,0
11.86,阳光副食二组,2022-08-24,11:59,3,0,26,744.3,756.2,48,6,0,1661313540,1,1,0
7.0,阳光主食一组,2022-08-24,11:53,3,0,26,744.3,756.2,48,6,0,1661313180,1,1,0
48.0,美食林阿咪酱骨扒肉,2022-08-23,11:09,2,0,21,744.1,756.2,60,6,0,1661224140,1,0,0
7.0,阳光主食一组,2022-08-22,17:19,1,0,16,738.6,750.8,83,6,0,1661159940,1,0,0
16.0,民族餐厅山西饸饹面,2022-08-22,11:21,1,0,18,733.4,745.5,94,7,1,1661138460,1,0,0
15.0,美食林川蜀源烤鱼,2022-08-21,18:08,7,1,21,738.8,750.8,83,4,0,1661076480,0,0,0
10.0,民族餐厅山西饸饹面,2022-08-21,11:03,7,1,21,739.6,751.6,78,3,1,1661050980,0,0,0
