交易额,商户名称,交易日期,交易时间,星期,节假日,气温,气象站大气压,海平面大气压,相对湿度,平均风速,特殊天象,时间戳,饭点课程_早,饭点课程_午,饭点课程_晚
8.3,学苑食堂副食三组,2022-09-14,8:57,3,0,20,755.0,767.3,69,1,0,1663117020.0,1,0,1
30.0,学苑食堂副食三组,2022-09-12,17:22,1,1,26,747.0,759.0,61,5,0,1662974520.0,1,0,0
14.0,美食林90后串炒饭,2022-09-12,17:13,1,1,26,747.0,759.0,61,5,0,1662973980.0,1,0,0
12.6,学子副食一组,2022-09-12,11:13,1,1,27,747.8,759.7,58,6,0,1662952380.0,1,0,0
16.4,紫丁香餐吧机器人收银组,2022-09-11,12:00,7,1,28,748.6,760.5,55,4,0,1662868800.0,0,0,0
13.0,学苑食堂副食三组,2022-09-10,18:08,6,1,22,749.8,762.0,78,2,0,1662804480.0,0,0,0
8.0,民族餐厅山西饸饹面,2022-09-10,13:32,6,1,28,750.9,762.8,40,3,0,1662787920.0,0,0,0
17.0,民族餐厅铁板料理,2022-09-10,13:27,6,1,28,751.6,763.5,42,2,0,1662787620.0,0,0,0
7.2,学苑食堂副食三组,2022-09-09,7:53,5,0,20,753.5,765.8,69,3,0,1662681180.0,1,1,1
10.0,学苑食堂副食三组,2022-09-07,17:32,3,0,19,746.0,758.2,73,3,0,1662543120.0,1,0,0
7.3,友来副食一组,2022-09-07,7:53,3,0,14,743.8,756.2,77,9,0,1662508380.0,1,0,0
13.0,学苑食堂副食三组,2022-09-06,17:30,2,0,13,738.4,750.8,94,1,0,1662456600.0,1,1,0
3.1,学苑食堂副食三组,2022-09-06,8:59,2,0,17,740.9,753.1,64,3,0,1662425940.0,1,1,0
51.400000000000006,美食林海南鸡饭,2022-09-05,17:14,1,0,19,742.4,754.6,60,6,0,1662369240.0,1,0,0
11.0,美食林九旦西北小吃,2022-09-05,11:22,1,0,18,741.7,753.9,100,4,1,1662348120.0,1,0,0
13.0,学苑食堂副食三组,2022-09-04,17:49,7,1,18,743.2,755.4,100,3,1,1662284940.0,0,0,0
14.4,回味斋一餐厅副食一组,2022-09-04,12:11,7,1,22,744.8,756.9,73,4,0,1662264660.0,0,0,0
11.0,民族餐厅山西饸饹面,2022-09-03,18:07,6,1,22,747.6,759.7,69,2,0,1662199620.0,0,0,1
13.4,百味佳主食二组,2022-09-03,11:41,6,1,26,749.2,761.2,48,3,0,1662176460.0,0,0,1
7.2,阳光副食二组,2022-09-02,17:55,5,0,21,749.0,761.2,64,3,0,1662112500.0,1,1,1
3.2,友来副食一组,2022-09-02,7:50,5,0,18,751.1,763.5,60,5,0,1662076200.0,1,1,1
17.0,阳光主食一组,2022-09-01,11:47,4,0,20,750.5,762.8,43,5,0,1662004020.0,1,1,0
25.25,阳光副食二组,2022-09-01,11:36,4,0,20,750.5,762.8,43,5,0,1662003360.0,1,1,0
3.2,友来副食一组,2022-09-01,7:50,4,0,13,750.2,762.8,77,4,0,1661989800.0,1,1,0
12.0,一区饺子园主食一组,2022-08-31,16:59,3,0,25,742.7,754.6,61,4,0,1661936340.0,1,1,0
26.0,美食林阿咪酱骨扒肉,2022-08-31,11:20,3,0,24,744.2,756.2,65,3,0,1661916000.0,1,1,0
42.0,美食林90后串炒饭,2022-08-29,16:59,1,0,17,747.4,759.7,83,3,0,1661763540.0,1,1,0
13.0,百味佳副食一组,2022-08-27,11:30,6,1,21,744.1,756.2,60,5,0,1661571000.0,0,0,1
21.0,民族二餐厅五谷鲜渔粉副食二组,2022-08-26,18:08,5,0,16,740.0,752.3,68,5,0,1661508480.0,1,1,1
14.21,阳光副食二组,2022-08-25,17:07,4,0,21,738.8,750.8,53,5,0,1661418420.0,0,0,0
8.0,阳光主食一组,2022-08-25,17:05,4,0,21,738.8,750.8,53,5,0,1661418300.0,0,0,0
39.0,美食林美美卤肉饭,2022-08-25,11:17,4,0,20,739.5,751.6,78,6,0,1661397420.0,0,0,0
12.38,阳光副食二组,2022-08-24,11:55,3,0,26,744.3,756.2,48,6,0,1661313300.0,1,1,0
11.8,学苑食堂副食一组,2022-08-23,6:54,2,0,15,742.3,754.6,88,5,0,1661208840.0,1,1,1
30.41,阳光副食二组,2022-08-22,17:24,1,0,16,738.6,750.8,83,6,0,1661160240.0,1,1,0
16.0,美食林广式猪脚饭,2022-08-21,18:10,7,1,21,738.8,750.8,83,4,0,1661076600.0,0,0,0
10.0,民族餐厅山西饸饹面,2022-08-21,11:04,7,1,21,739.6,751.6,78,3,1,1661051040.0,0,0,0
12.61,阳光副食二组,2022-07-05,11:33,2,0,28,742.1,753.9,74,4,0,1656991980.0,0,0,0
14.8,美食林海南鸡饭,2022-07-04,12:09,1,0,27,741.3,753.1,74,4,0,1656907740.0,0,0,0
12.0,美食林老上客砂锅,2022-07-03,18:27,7,1,28,740.5,752.3,70,5,0,1656844020.0,0,0,0
15.0,美食林铁锅焖面,2022-07-03,12:28,7,1,28,742.1,753.9,70,6,0,1656822480.0,0,0,0
3.5,学苑食堂副食三组,2022-07-03,9:09,7,1,25,742.0,753.9,79,4,0,1656810540.0,0,0,0
6.0,学苑食堂副食一组,2022-07-03,8:42,7,1,25,742.0,753.9,79,4,0,1656808920.0,0,0,0
