交易额,商户名称,交易日期,交易时间,星期,节假日,气温,气象站大气压,海平面大气压,相对湿度,平均风速,特殊天象,时间戳,饭点课程_早,饭点课程_午,饭点课程_晚
12.0,民族餐厅山西饸饹面,2022-09-17,11:54,6,1,18,742.4,754.6,88,2,0,1663386840.0,0,0,1
14.8,美食林小是小简餐,2022-09-16,17:34,5,0,19,744.0,756.2,73,3,0,1663320840.0,0,1,0
9.0,民族餐厅山西饸饹面,2022-09-16,12:02,5,0,23,745.6,757.7,61,5,0,1663300920.0,0,1,0
12.0,美食林陕西刀削面(罐罐面),2022-09-14,18:00,3,0,19,752.0,764.3,83,2,0,1663149600.0,1,0,1
12.0,一区饺子园主食一组,2022-09-14,12:23,3,0,24,753.7,765.8,54,1,0,1663129380.0,1,0,1
15.8,美食林小是小简餐,2022-09-13,17:00,2,0,20,755.0,767.3,46,3,0,1663059600.0,0,1,0
12.0,美食林陕西刀削面(罐罐面),2022-09-13,11:56,2,0,20,755.8,768.1,46,5,0,1663041360.0,0,1,0
11.0,民族餐厅山西饸饹面,2022-09-12,17:40,1,1,24,747.7,759.7,69,3,0,1662975600.0,1,0,1
11.0,民族餐厅山西饸饹面,2022-09-11,11:28,7,1,27,749.3,761.2,58,6,0,1662866880.0,0,0,0
10.0,民族餐厅山西饸饹面,2022-09-10,17:24,6,1,27,750.0,762.0,54,2,0,1662801840.0,0,0,1
15.0,美食林陕西刀削面(罐罐面),2022-09-10,11:41,6,1,27,751.5,763.5,42,2,0,1662781260.0,0,0,1
11.0,民族餐厅山西饸饹面,2022-09-07,17:31,3,0,19,746.0,758.2,73,3,0,1662543060.0,1,0,1
5.0,友来美好米线馄饨,2022-09-07,7:42,3,0,14,743.8,756.2,77,9,0,1662507720.0,1,0,1
15.0,美食林陕西刀削面(罐罐面),2022-09-06,17:11,2,0,16,738.6,750.8,68,1,1,1662455460.0,0,1,0
15.0,一区饺子园主食一组,2022-09-06,11:56,2,0,20,739.5,751.6,53,3,0,1662436560.0,0,1,0
12.0,美食林陕西刀削面(罐罐面),2022-09-05,17:45,1,0,17,742.4,754.6,59,3,0,1662371100.0,1,0,1
11.0,民族餐厅山西饸饹面,2022-09-05,12:08,1,0,18,741.7,753.9,100,4,1,1662350880.0,1,0,1
2.7,百味佳副食一组,2022-09-05,7:36,1,0,16,741.6,753.9,100,3,0,1662334560.0,1,0,1
11.0,民族餐厅山西饸饹面,2022-09-04,17:26,7,1,19,743.2,755.4,94,3,1,1662283560.0,0,0,0
10.0,民族餐厅山西饸饹面,2022-09-03,17:22,6,1,26,747.7,759.7,51,2,0,1662196920.0,0,0,1
15.0,美食林陕西刀削面(罐罐面),2022-09-03,10:49,6,1,25,749.2,761.2,54,4,0,1662173340.0,0,0,1
10.0,民族餐厅山西饸饹面,2022-09-02,11:54,5,0,25,750.7,762.8,42,7,0,1662090840.0,0,1,0
4.6,百味佳副食一组,2022-09-02,9:02,5,0,20,751.2,763.5,56,5,0,1662080520.0,0,1,0
15.0,美食林陕西刀削面(罐罐面),2022-09-01,11:21,4,0,18,751.1,763.5,49,5,0,1662002460.0,0,0,0
10.0,民族餐厅山西饸饹面,2022-08-31,17:17,3,0,25,742.7,754.6,61,4,0,1661937420.0,0,0,1
10.0,民族餐厅山西饸饹面,2022-08-30,17:08,2,0,22,745.6,757.7,69,3,0,1661850480.0,0,1,1
15.0,美食林陕西刀削面(罐罐面),2022-08-30,11:53,2,0,21,746.8,759.0,69,2,0,1661831580.0,0,1,1
12.0,美食林陕西刀削面(罐罐面),2022-08-29,17:32,1,0,16,747.3,759.7,88,1,1,1661765520.0,0,0,1
10.0,民族餐厅山西饸饹面,2022-08-28,17:05,7,1,22,746.9,759.0,65,3,0,1661677500.0,0,0,0
12.0,美食林陕西刀削面(罐罐面),2022-08-28,11:46,7,1,25,747.0,759.0,51,4,0,1661658360.0,0,0,0
13.0,民族餐厅金家店,2022-08-26,11:53,5,0,21,739.6,751.6,46,8,0,1661485980.0,0,1,0
10.0,民族餐厅山西饸饹面,2022-08-25,11:31,4,0,17,739.4,751.6,94,5,1,1661398260.0,0,0,0
31.0,民族餐厅德澳士,2022-08-24,17:24,3,0,24,741.9,753.9,57,5,0,1661333040.0,0,0,1
12.0,美食林陕西刀削面(罐罐面),2022-08-24,11:08,3,0,25,744.9,756.9,51,5,0,1661310480.0,0,0,1
11.0,民族餐厅山西饸饹面,2022-08-23,16:47,2,0,23,745.6,757.7,50,4,0,1661244420.0,0,1,0
7.6,百味佳机器人收银组,2022-08-23,11:48,2,0,22,744.1,756.2,57,6,0,1661226480.0,0,1,0
6.0,饺子园水吧,2022-08-22,18:01,1,0,16,738.6,750.8,77,4,0,1661162460.0,0,0,1
15.0,美食林陕西刀削面(罐罐面),2022-08-22,17:39,1,0,16,738.6,750.8,77,4,0,1661161140.0,0,0,1
10.0,民族餐厅山西饸饹面,2022-08-22,10:58,1,0,18,733.4,745.5,94,7,1,1661137080.0,0,0,1
38.0,民族餐厅德澳士,2022-08-21,17:25,7,1,22,738.8,750.8,73,4,0,1661073900.0,0,0,0
10.0,民族餐厅山西饸饹面,2022-08-21,11:04,7,1,21,739.6,751.6,78,3,1,1661051040.0,0,0,0
8.0,民族餐厅山西饸饹面,2022-08-20,17:28,6,1,24,740.4,752.3,44,5,0,1660987680.0,0,0,0
13.0,民族餐厅金家店,2022-08-20,11:31,6,1,24,741.2,753.1,39,7,0,1660966260.0,0,0,0
24.0,一区饺子园主食一组,2022-07-11,11:18,1,0,27,743.5,755.4,66,2,0,1657509480.0,0,0,0
10.0,美食林90后串炒饭,2022-07-10,17:36,7,1,25,742.0,753.9,65,2,0,1657445760.0,0,0,0
12.0,美食林陕西刀削面(罐罐面),2022-07-10,11:13,7,1,28,742.1,753.9,55,5,0,1657422780.0,0,0,0
8.0,美食林九旦西北小吃,2022-07-09,16:55,6,1,27,739.0,750.8,45,7,0,1657356900.0,0,0,0
12.0,饺子园水吧,2022-07-09,11:30,6,1,29,738.4,750.1,51,6,0,1657337400.0,0,0,0
12.0,美食林90后串炒饭,2022-07-09,10:59,6,1,27,738.3,750.1,58,4,0,1657335540.0,0,0,0
15.6,淘乐新果园,2022-07-08,20:26,5,0,25,736.7,748.5,83,3,0,1657283160.0,0,1,1
12.0,美食林铁锅焖面,2022-07-08,17:34,5,0,28,736.1,747.8,70,4,0,1657272840.0,0,1,1
6.0,饺子园水吧,2022-07-08,12:12,5,0,28,737.6,749.3,70,3,0,1657253520.0,0,1,1
10.32,学子副食一组,2022-07-08,11:54,5,0,28,737.6,749.3,70,3,0,1657252440.0,0,1,1
8.0,一区饺子园面条组,2022-07-07,18:05,4,0,24,738.9,750.8,94,2,0,1657188300.0,0,1,1
12.0,饺子园水吧,2022-07-07,12:09,4,0,23,740.3,752.3,94,2,1,1657166940.0,0,1,1
12.0,学苑食堂主食三组（面条）,2022-07-07,11:49,4,0,23,740.3,752.3,94,2,1,1657165740.0,0,1,1
5.0,学苑食堂包子,2022-07-07,8:01,4,0,23,741.1,753.1,94,2,0,1657152060.0,0,1,1
9.3,淘乐新果园,2022-07-06,21:44,3,0,25,742.0,753.9,83,4,1,1657115040.0,0,1,1
7.32,学子副食一组,2022-07-06,17:14,3,0,29,740.6,752.3,74,6,0,1657098840.0,0,1,1
8.0,饺子园水吧,2022-07-06,11:58,3,0,31,741.4,753.1,66,4,0,1657079880.0,0,1,1
12.0,一区饺子园主食一组,2022-07-06,11:44,3,0,31,741.4,753.1,66,4,0,1657079040.0,0,1,1
3.75,学苑食堂包子,2022-07-06,8:04,3,0,26,742.7,754.6,84,3,0,1657065840.0,0,1,1
8.21,学子副食一组,2022-07-05,11:55,2,0,28,742.1,753.9,74,4,0,1656993300.0,0,1,1
5.5,学苑食堂副食一组,2022-07-05,7:33,2,0,25,742.7,754.6,83,2,1,1656977580.0,0,1,1
11.0,学苑食堂香恋香拌砂锅,2022-07-03,17:20,7,1,28,740.5,752.3,66,6,0,1656840000.0,0,0,0
