,学工号,交易额,交易时间,商户名称,交易日期,具体时间,节假日,气温,平均风速,特殊天象,时间戳,Mealtime_N,Mealtime_A,Mealtime_E,Eight
128,2021****29,15.0,2022/11/30 12:35,学苑食堂香恋香拌砂锅,2022-11-30,12:35,0,-19,4,0,1669782900.0,0,0,0,0
129,2021****29,11.0,2022/11/29 12:11,学苑食堂包子,2022-11-29,12:11,0,-15,6,0,1669695060.0,0,0,0,0
130,2021****29,8.0,2022/11/28 16:51,美食林真牛铁板,2022-11-28,16:51,0,-9,3,0,1669625460.0,0,0,0,0
131,2021****29,12.0,2022/11/28 16:39,美食林老上客砂锅,2022-11-28,16:39,0,-9,3,0,1669624740.0,0,0,0,0
132,2021****29,14.0,2022/11/28 12:11,学苑食堂副食三组,2022-11-28,12:11,0,-9,3,0,1669608660.0,0,0,0,0
133,2021****29,12.24,2022/11/26 17:18,阳光副食二组,2022-11-26,17:18,1,-12,2,0,1669454280.0,-1,-1,-1,-1
134,2021****29,14.65,2022/11/25 17:38,美食林小猪憨尼麻辣烫,2022-11-25,17:38,0,-5,6,1,1669369080.0,0,0,0,0
135,2021****29,11.0,2022/11/25 12:11,学苑食堂包子,2022-11-25,12:11,0,-5,6,1,1669349460.0,0,0,0,0
136,2021****29,17.0,2022/11/24 18:32,学苑食堂香恋香拌砂锅,2022-11-24,18:32,0,0,4,1,1669285920.0,0,0,0,0
137,2021****29,15.0,2022/11/24 12:13,阳光川蜀源烤鱼,2022-11-24,12:13,0,0,4,1,1669263180.0,0,0,0,0
138,2021****29,10.0,2022/11/23 18:50,学院食堂陕西名小吃,2022-11-23,18:50,0,-6,2,0,1669200600.0,0,0,0,0
139,2021****29,2.0,2022/11/23 12:10,学苑食堂主食二组,2022-11-23,12:10,0,-6,2,0,1669176600.0,0,0,0,0
140,2021****29,10.0,2022/11/23 11:59,学苑食堂副食三组,2022-11-23,11:59,0,-6,2,0,1669175940.0,0,0,0,0
141,2021****29,10.0,2022/11/22 18:46,学院食堂陕西名小吃,2022-11-22,18:46,0,-6,2,0,1669113960.0,0,0,0,0
142,2021****29,12.0,2022/11/22 11:58,美食林陕西刀削面(川无界),2022-11-22,11:58,0,-6,2,0,1669089480.0,0,0,0,0
143,2021****29,12.0,2022/11/21 17:13,美食林老上客砂锅,2022-11-21,17:13,0,-4,3,0,1669021980.0,0,0,0,0
144,2021****29,8.0,2022/11/21 12:06,学苑食堂包子,2022-11-21,12:06,0,-4,3,0,1669003560.0,0,0,0,0
145,2021****29,8.0,2022/11/20 17:37,学苑食堂重庆小面,2022-11-20,17:37,1,-6,4,0,1668937020.0,-1,-1,-1,-1
146,2021****29,19.0,2022/11/19 18:15,学苑食堂香恋香拌砂锅,2022-11-19,18:15,1,5,9,1,1668852900.0,-1,-1,-1,-1
147,2021****29,11.64,2022/11/19 11:29,阳光副食二组,2022-11-19,11:29,1,5,9,1,1668828540.0,-1,-1,-1,-1
148,2021****29,12.0,2022/11/18 16:48,美食林老上客砂锅,2022-11-18,16:48,0,-2,2,0,1668761280.0,0,0,0,0
149,2021****29,10.0,2022/11/18 11:25,学苑食堂副食三组,2022-11-18,11:25,0,-2,2,0,1668741900.0,0,0,0,0
150,2021****29,11.0,2022/11/17 17:00,学苑食堂包子,2022-11-17,17:00,0,-1,4,1,1668675600.0,0,0,0,0
151,2021****29,10.6,2022/11/17 11:48,百味佳主食二组,2022-11-17,11:48,0,-1,4,1,1668656880.0,0,0,0,0
152,2021****29,12.0,2022/11/16 18:06,美食林老上客砂锅,2022-11-16,18:06,0,-5,2,1,1668593160.0,0,0,0,0
153,2021****29,15.0,2022/11/16 12:13,阳光川蜀源烤鱼,2022-11-16,12:13,0,-5,2,1,1668571980.0,0,0,0,0
154,2021****29,10.0,2022/11/15 16:59,学院食堂陕西名小吃,2022-11-15,16:59,0,-6,2,1,1668502740.0,0,0,0,0
