,学工号,交易额,交易时间,商户名称,交易日期,具体时间,节假日,气温,平均风速,特殊天象,时间戳,Mealtime_N,Mealtime_A,Mealtime_E,Eight
175,2021****86,3.15,2023/02/16 08:51,百味佳副食一组,2023-02-16,08:51,0,-8,1,0,1676508660.0,0,0,0,0
176,2021****86,12.0,2023/02/15 17:40,学苑食堂副食三组,2023-02-15,17:40,0,-15,3,0,1676454000.0,0,0,0,0
177,2021****86,16.0,2023/02/15 11:48,阳光广式猪脚饭,2023-02-15,11:48,0,-15,3,0,1676432880.0,0,0,0,0
178,2021****86,2.2,2023/02/15 09:01,百味佳副食一组,2023-02-15,09:01,0,-15,3,0,1676422860.0,0,0,0,0
179,2021****86,14.0,2023/02/14 17:47,美食林阿咪酱骨扒肉,2023-02-14,17:47,0,-15,3,0,1676368020.0,0,0,0,0
180,2021****86,14.049999999999999,2023/02/14 11:14,百味佳副食一组,2023-02-14,11:14,0,-15,3,0,1676344440.0,0,0,0,0
181,2021****86,15.24,2023/02/13 17:40,美食林小猪憨尼麻辣烫,2023-02-13,17:40,0,-11,3,0,1676281200.0,0,0,0,0
182,2021****86,12.299999999999999,2023/02/13 11:35,百味佳副食一组,2023-02-13,11:35,0,-11,3,0,1676259300.0,0,0,0,0
183,2021****86,10.0,2023/02/12 17:48,美食林真牛铁板,2023-02-12,17:48,1,-13,2,1,1676195280.0,-1,-1,-1,-1
184,2021****86,4.7,2022/12/03 08:57,百味佳副食一组,2022-12-03,08:57,1,-18,1,0,1670029020.0,-1,-1,-1,-1
185,2021****86,16.0,2022/12/02 11:57,阳光广式猪脚饭,2022-12-02,11:57,0,-10,4,0,1669953420.0,1,0,0,0
186,2021****86,3.35,2022/12/02 08:53,百味佳副食一组,2022-12-02,08:53,0,-10,4,0,1669942380.0,1,0,0,0
187,2021****86,15.0,2022/12/01 17:15,友来朝鲜风味,2022-12-01,17:15,0,-20,3,0,1669886100.0,0,0,0,0
188,2021****86,20.5,2022/11/30 17:28,民族餐厅旋转小火锅,2022-11-30,17:28,0,-19,4,0,1669800480.0,0,0,0,0
189,2021****86,3.6,2022/11/30 09:09,百味佳副食一组,2022-11-30,09:09,0,-19,4,0,1669770540.0,0,0,0,0
190,2021****86,12.0,2022/11/29 16:59,美食林90后串炒饭,2022-11-29,16:59,0,-15,6,0,1669712340.0,0,0,0,1
191,2021****86,17.1,2022/11/29 11:52,百味佳副食一组,2022-11-29,11:52,0,-15,6,0,1669693920.0,0,0,0,1
192,2021****86,13.0,2022/11/28 16:15,美食林老上客砂锅,2022-11-28,16:15,0,-9,3,0,1669623300.0,1,0,0,0
193,2021****86,13.0,2022/11/28 11:52,民族餐厅铁板料理,2022-11-28,11:52,0,-9,3,0,1669607520.0,1,0,0,0
194,2021****86,9.4,2022/11/27 11:49,百味佳副食一组,2022-11-27,11:49,1,-7,3,0,1669520940.0,-1,-1,-1,-1
195,2021****86,15.0,2022/11/26 17:28,美食林陕西刀削面(川无界),2022-11-26,17:28,1,-12,2,0,1669454880.0,-1,-1,-1,-1
