,学工号,交易额,交易时间,商户名称,交易日期,具体时间,节假日,气温,平均风速,特殊天象
258,2021****86,3.85,2022/10/28 07:38,友来副食一组,2022-10-28,07:38,0,-2,1,
259,2021****86,21.0,2022/10/27 17:08,民族餐厅铁板料理,2022-10-27,17:08,0,1,2,
260,2021****86,12.2,2022/10/27 11:51,百味佳副食一组,2022-10-27,11:51,0,1,2,
261,2021****86,3.85,2022/10/27 08:13,友来副食一组,2022-10-27,08:13,0,1,2,
262,2021****86,13.1,2022/10/26 18:25,民族餐厅旋转小火锅,2022-10-26,18:25,0,4,6,
263,2021****86,16.0,2022/10/26 11:28,民族餐厅铁板料理,2022-10-26,11:28,0,4,6,
264,2021****86,4.95,2022/10/26 07:50,友来副食一组,2022-10-26,07:50,0,4,6,
265,2021****86,10.0,2022/10/25 17:53,民族餐厅山西饸饹面,2022-10-25,17:53,0,9,4,
266,2021****86,12.2,2022/10/25 11:50,百味佳副食一组,2022-10-25,11:50,0,9,4,
267,2021****86,3.35,2022/10/25 07:45,友来副食一组,2022-10-25,07:45,0,9,4,
268,2021****86,16.0,2022/10/24 17:33,民族餐厅铁板料理,2022-10-24,17:33,0,2,3,
269,2021****86,18.0,2022/10/24 11:51,回味斋一餐厅副食一组,2022-10-24,11:51,0,2,3,
270,2021****86,5.35,2022/10/24 07:31,友来副食一组,2022-10-24,07:31,0,2,3,
271,2021****86,11.0,2022/10/23 12:00,学苑食堂包子,2022-10-23,12:00,1,4,2,
272,2021****86,12.58,2022/10/22 11:07,美食林小猪憨尼麻辣烫,2022-10-22,11:07,1,1,2,
273,2021****86,4.35,2022/10/22 07:56,友来副食一组,2022-10-22,07:56,1,1,2,
274,2021****86,10.0,2022/10/21 17:46,美食林陕西刀削面(罐罐面),2022-10-21,17:46,0,6,3,
275,2021****86,13.0,2022/10/21 12:27,民族餐厅金家店,2022-10-21,12:27,0,6,3,
276,2021****86,5.2,2022/10/21 07:41,友来副食一组,2022-10-21,07:41,0,6,3,
277,2021****86,10.0,2022/10/20 17:33,美食林真牛铁板,2022-10-20,17:33,0,12,4,
278,2021****86,12.2,2022/10/20 11:48,百味佳副食一组,2022-10-20,11:48,0,12,4,
279,2021****86,7.7,2022/10/20 08:29,友来副食一组,2022-10-20,08:29,0,12,4,
280,2021****86,10.0,2022/10/18 17:22,民族餐厅山西饸饹面,2022-10-18,17:22,0,2,2,
281,2021****86,12.2,2022/10/18 11:50,百味佳展销组,2022-10-18,11:50,0,2,2,
282,2021****86,5.95,2022/10/18 07:38,友来副食一组,2022-10-18,07:38,0,2,2,
283,2021****86,15.0,2022/10/17 17:35,美食林真牛铁板,2022-10-17,17:35,0,5,2,
284,2021****86,9.9,2022/10/17 12:02,回味斋一餐厅副食一组,2022-10-17,12:02,0,5,2,
285,2021****86,4.95,2022/10/17 07:20,友来副食一组,2022-10-17,07:20,0,5,2,
286,2021****86,10.95,2022/10/16 18:15,美食林小猪憨尼麻辣烫,2022-10-16,18:15,1,7,4,
287,2021****86,3.85,2022/10/16 08:16,友来副食一组,2022-10-16,08:16,1,7,4,
288,2021****86,13.0,2022/10/15 16:47,美食林老上客砂锅,2022-10-15,16:47,1,10,2,
289,2021****86,13.0,2022/10/14 17:09,美食林陕西刀削面(罐罐面),2022-10-14,17:09,0,9,2,轻雾
290,2021****86,10.0,2022/10/14 11:28,美食林真牛铁板,2022-10-14,11:28,0,9,2,轻雾
291,2021****86,4.95,2022/10/14 07:42,友来副食一组,2022-10-14,07:42,0,9,2,轻雾
292,2021****86,13.0,2022/10/13 17:29,美食林陕西刀削面(罐罐面),2022-10-13,17:29,0,9,2,
293,2021****86,9.2,2022/10/13 11:52,百味佳副食一组,2022-10-13,11:52,0,9,2,
294,2021****86,3.5,2022/10/13 08:48,友来副食一组,2022-10-13,08:48,0,9,2,
295,2021****86,12.0,2022/10/12 17:33,民族餐厅金家店,2022-10-12,17:33,0,11,3,
296,2021****86,12.0,2022/10/12 11:17,友来朝鲜风味,2022-10-12,11:17,0,11,3,
